name,uri,genres,artists,mood
Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,"['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']",Electric Light Orchestra,happy
Treat People With Kindness,03mMSLEJCPoGJwQhHpN5y0,['pop'],Harry Styles,happy
Grace Kelly,4Sqc0kPuZpfI0T2TZBu8JT,['electropop'],MIKA,happy
Skate,2sXf2JdbB2GlNju00kw9WE,"['dance pop', 'pop']",Bruno Mars,happy
"Happy - From ""Despicable Me 2""",5b88tNINg4Q4nrRbrCXUmg,"['dance pop', 'pop']",Pharrell Williams,happy
Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']",Portugal. The Man,happy
"I'll Be There for You - Theme From ""Friends""",15tHagkk8z306XkyOHqiip,['pop rock'],The Rembrandts,happy
My Type,6WP4WTHzaPTCk1QrbRLhgL,"['la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",Saint Motel,happy
Love Grows (Where My Rosemary Goes),5Ts1DYOuouQLgzTaisxWYh,[],Edison Lighthouse,happy
Good Morning,3I5Qq3AwUCbj8Qb0KBqegb,[],High Tropics,happy
Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,['australian pop'],Tones And I,happy
Walk Of Life,7w4Tbkbx081vRJa8ol56Qf,"['album rock', 'classic rock', 'mellow gold', 'rock']",Dire Straits,happy
"Hey, Soul Sister",0KpfYajJVVGgQ32Dby7e9i,"['pop', 'talent show', 'uk pop']",Train,happy
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",Calvin Harris,happy
Little Talks,3O0FuEfTpt3Zn6J3pXrXVO,"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']",Of Monsters and Men,happy
Mercy,1dKm4a7TOYFzzTQvU59C59,"['fantasy metal', 'italian folk metal', 'italian power metal', 'middle earth', 'tolkien metal']",Duffy,happy
Tripping Over Air,7mzPAftljnsFmU6131Pqcd,['gen z singer-songwriter'],Aidan Bissett,happy
Surfin' U.S.A. - Remastered 2001,7sVxvaLH9Bx9YZyBjdRpdQ,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",The Beach Boys,happy
Heat Waves,02MWAaffLxlfxAUY7c5dvx,"['gauze pop', 'indietronica', 'modern rock', 'pov: indie', 'shiver pop']",Glass Animals,happy
Accidentally In Love,1hy6Dic0L5SU1XqjhYY1TR,"['neo mellow', 'pop rock', 'post-grunge', 'rock']",Counting Crows,happy
Shine On,5zsvG3RApT8qMVl7673FqF,"['brighton indie', 'garage rock', 'modern rock', 'rock']",The Kooks,happy
ABC,6nzhhT57iQYrbqumru9NNP,"['motown', 'soul']",The Jackson 5,happy
The Wire,7KdF7Zac5eC9jutk9Qret4,"['indietronica', 'metropopolis']",HAIM,happy
Dancing in the Moonlight,1FHNctV68GUNLgXclG2DtR,['british alternative rock'],Toploader,happy
Don't Start Now,3PfIrDoz19wz7qK7tYeu62,"['dance pop', 'pop', 'uk pop']",Dua Lipa,happy
Posh Kid,68LD8P1989xcYJKZA3aqRV,['k-pop'],Gasch,happy
I'm Gonna Be (500 Miles),66S14BkJDxgkYxLl5DCqOz,"['celtic rock', 'scottish rock']",The Proclaimers,happy
Pretty Shining People,2JVwsN6viHjR9t5pCPQ4Br,"['folk-pop', 'neo-singer-songwriter']",George Ezra,happy
Footloose,5EKEYEvTy8GYCDSCgLPUsn,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']",LEFT.,happy
It's Tricky,6jBCehpNMkwFVF3dz4nLIW,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']",Run–D.M.C.,happy
About Damn Time,1PckUlxKqWQs3RlWXVBLw3,"['escape room', 'minnesota hip hop', 'pop', 'trap queen']",Lizzo,happy
Homesick,1hmV2cFt3tJfvOc9zwzytY,"['east coast hip hop', 'hip hop', 'rap', 'trap']",Arya,happy
Viva La Vida,1mea3bSkSGXuIRvnydlB5b,"['permanent wave', 'pop']",Coldplay,happy
Sunny,3pf96IFggfQuT6Gafqx2rt,['europop'],Boney M.,happy
Drinking Wine,2zJGwCm2cqkb7q0qrOIMpY,['bedroom pop'],Oscar Lang,happy
The Bad Touch,2qONptRzQM0D3BGOgAsapI,"['alternative metal', 'comic', 'funk metal', 'funk rock', 'nu metal', 'rap rock']",Bloodhound Gang,happy
Love Natural,04MNyOQZDvLsW2gjAm9q2L,['shimmer pop'],Crystal Fighters,happy
All My Friends Are Stoned,7BL33HmuFQien4olebugdj,"['canadian contemporary r&b', 'pop rap']",WizTheMc,happy
On Top Of The World,213x4gsFDm04hSqIUkg88w,"['modern rock', 'pop', 'rock']",Imagine Dragons,happy
I'm So Excited,1ot6jEe4w4hYnsOPjd3xKQ,"['disco', 'girl group', 'hi-nrg', 'motown', 'new wave pop', 'soft rock']",The Pointer Sisters,happy
My Girl,4S46FETQcxhXROubIV11M3,[],High Tropics,happy
Proud Mary,6pxWv6GV35VGmcPf5dh6CH,"['album rock', 'classic rock', 'country rock', 'rock', 'southern rock', 'swamp rock']",Creedence Clearwater Revival,happy
Best Fake Smile,0Me1AKVY2wzxOKLMiaAtNy,"['neo mellow', 'pop', 'uk pop']",James Bay,happy
Conga!,0KxTWgl64TNOQXiGFJYc6t,"['disco', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']",Miami Sound Machine,happy
Norgaard,1Q8reqCOXg2yqNr47HGo9X,"['british indie rock', 'garage rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",The Vaccines,happy
Dynamite,4saklk6nie3yiGePpBwUoc,"['k-pop', 'k-pop boy group', 'pop']",BTS,happy
I'm Good,2kiJ5lZQZusgWwpqA7z2i1,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'stomp and holler']",The Mowgli's,happy
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4cG7HUWYHBV6R6tHn1gxrl,"['house', 'pop dance', 'uk dance']",Riton,happy
Tainted Love - Single Version,0BbA7S30mOQB94e4IBnqCt,['northern soul'],Gloria Jones,happy
She Better Come Through,5sOTKCZHyGi8zm9chdIlGa,[],Jordan Parker,happy
Jungle Drum,7BXToqZFtclAj6mshYWena,"['downtempo', 'electronica', 'livetronica', 'trip hop']",Emilíana Torrini,happy
Friday I'm In Love,20CNpCKq1oTdvekXaboyeq,"['new wave', 'permanent wave', 'rock', 'uk post-punk']",The Cure,happy
Feel Good Inc.,0d28khcov6AiegSCpG5TuT,"['alternative hip hop', 'modern rock', 'rock']",Gorillaz,happy
Delilah,7MDSd5MwBcZuvZBHmWIkiy,[],3409,happy
One Way Or Another,5Q7cE6wGHMehLFo2ppkk5D,"['lo-fi indie', 'pov: indie']",Blondie,happy
Adventure of a Lifetime,4MFCXniy7I8tj0GXtf3wgC,"['permanent wave', 'pop']",Coldplay,happy
My Generation - Mono Version,45s88Xopo6KvHc0PQ05aGg,"['album rock', 'british invasion', 'classic rock', 'hard rock', 'rock']",The Who,happy
Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,"['dance pop', 'pop']",Camila Cabello,happy
"Rudy, A Message To You",0FXJkC3XA6UOyvti331jQw,"['early reggae', 'rocksteady', 'ska revival']",Dandy Livingstone,happy
Homerun (Radio Edit),6fWMEDCURTkeP9bPYvzcJe,['dutch indie'],The Brahms,happy
Uptown Girl,3CSpzkoL1XgDBZ1q9aDCUV,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'singer-songwriter', 'soft rock']",Billy Joel,happy
Desire,6TMzuNLw1ZPgBqPKmnnObm,"['dance pop', 'gauze pop', 'pop', 'pop dance', 'uk pop']",Olly Alexander (Years & Years),happy
Happy Hour,37i2PeqCGD4WqfGZeQgmXy,"['britpop', 'new romantic', 'new wave', 'new wave pop']",The Housemartins,happy
Best Day Of My Life,44AXd3UVaaVYsSQqBpnYO2,"['modern rock', 'pop rock']",American Authors,happy
Modern Love - Single Version; 2002 Digital Remaster,2Rkfv2emuT4A1QU6dJmf5V,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",David Bowie,happy
Chelsea Dagger,1bCmvezFg5MRcENzCGG1Cy,"['garage rock', 'modern rock', 'scottish rock']",The Fratellis,happy
"Sugar, Sugar",4GAI8BxeMgrvhZNEU59UfR,"['bubblegum pop', 'classic canadian rock', 'rock-and-roll']",The Archies,happy
Suddenly I See,5p9XWUdvbUzmPCukOmwoU3,"['ectofolk', 'lilith', 'neo mellow', 'pop rock', 'scottish singer-songwriter']",KT Tunstall,happy
If You Wanna Be Happy,3eKkMH08IN5qbjp8wv6cV8,[],Jimmy Soul,happy
Everybody Talks,74mS2Q0bTQsq3dHuQ55Zj8,"['modern rock', 'neo mellow', 'pop rock', 'pov: indie']",Neon Trees,happy
Start Me Up,52MW2hwNmLa0KdsZZk8360,"['album rock', 'british invasion', 'classic rock', 'rock']",The Rolling Stones,happy
Get Up,4p0NFm5EputEZSv8aMyoud,"['bachata', 'latin hip hop', 'latin pop', 'urbano latino']",Rival,happy
Shotgun,4ofwffwvvnbSkrMSCKQDaC,"['folk-pop', 'neo-singer-songwriter']",George Ezra,happy
Can't Buy Me Love - Remastered 2015,7pQAq14Z73YUFMtxCyt0bG,"['british invasion', 'classic rock', 'merseybeat', 'psychedelic rock', 'rock']",The Beatles,happy
dumb dumb,4qbEaaJ29p32GI8EWQmm6R,['modern indie pop'],mazie,happy
Side Effects (feat. Emily Warren),5yNEdBlZMxpcVtGKz5NFk5,['pop'],The Chainsmokers,happy
Beautiful Day,0gzqZ9d1jIKo9psEIthwXe,"['irish rock', 'permanent wave', 'rock']",U2,happy
It's Love (but it's not mine),6i9uagZQiliNoEW8Jp10dX,"['dfw rap', 'melodic rap', 'pop', 'rap']",EUT,happy
You Can't Hurry Love,4YUlGNZfYA6EUE5KDsGqpC,"['rock drums', 'soft rock']",Phil Collins,happy
Don't Stop (Color on the Walls),4HRa9ZWcmZ8JD7UySPu0wT,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",Foster The People,happy
I'm Still Standing,1jDJFeK9x3OZboIAHsY9k2,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Elton John,happy
Girls,5WSdMcWTKRdN1QYVJHJWxz,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']",The 1975,happy
Shivers,75MNhvTCCKsST3YqqUiU9r,"['pop', 'singer-songwriter pop', 'uk pop']",Ed Sheeran,happy
Let's Fall in Love Some More,1SZN00cfG8T8UxDmJeqjuv,"['cape town indie', 'indie surf', 'south african alternative', 'south african pop', 'south african pop dance']",Al Bairre,happy
Alter Ego,4WkwaDueMMiU1bKHh31B6C,"['icelandic indie', 'icelandic rock', 'modern alternative rock']",KALEO,happy
Born to Be Alive - The Original,3XIEWK1V9n25PS9Vb6axj5,"['disco', 'hi-nrg']",Patrick Hernandez,happy
Smaller,1gStng1TuTLt0SaISWL14r,[],Erik Hassle,happy
All Star,22c2pt75xtnDddA5Zlm0yy,"['pop rock', 'post-grunge']",Smash Mouth,happy
Got My Mind Set On You,5CPayysVhU2BlNXw2kG59L,['australian pop'],Damien Leith,happy
Price Tag,2fTsFCKRFQ5M0igJgabnLA,"['dance pop', 'pop']",Jessie J,happy
Jerk It Out,5XMjXjwCkJVmk0AHm7z8IV,['swedish indie rock'],Caesars,happy
Rather Be (feat. Jess Glynne),61dCUoMCg28qEBzrW6htYM,"['pop', 'uk dance', 'uk funky']",Clean Bandit,happy
Baby Love,1YyHm1dSJ2JBK0QK769Z82,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",Petite Meller,happy
Bohemian Like You,7jA4agDnt1Oc6Fn2hifX0t,"['alternative rock', 'dance-punk']",The Dandy Warhols,happy
High,4gTwPFGhIIlYtlo59jbVUB,"['folk-pop', 'hopebeat']",Young Rising Sons,happy
Barbara Ann,2KOt2JrCB720UxIbyzweQo,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'sunshine pop']",The Beach Boys,happy
LA Calling,4fCHoHmwmX8LgAp6A1GULJ,['shimmer pop'],Crystal Fighters,happy
Come On Eileen,4jKojTEsrJtUU5rNp3gbGQ,"['new romantic', 'new wave', 'new wave pop']",Dexys Midnight Runners,happy
San Francisco,3zdI8HDPKoMsCRkmpQTblk,"['hopebeat', 'indie poptimism', 'modern alternative rock', 'modern rock', 'stomp and holler']",The Mowgli's,happy
Hit The Road Jack,7sXxvOVFtMr31xj0kX9BFV,['fake'],Jeff Zavac,happy
Work This Body,76EeScTnI2sCjDY0SfEoSb,"['dance rock', 'modern alternative rock', 'modern rock', 'neo mellow', 'pop rock']",WALK THE MOON,happy
I'm a Believer,5RKZ9zCtLjBLTea7qkSFqr,"['album rock', 'beatlesque', 'bubblegum pop', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'psychedelic rock', 'rock', 'rock-and-roll', 'singer-songwriter', 'soft rock', 'sunshine pop']",The Monkees,happy
Iko Iko (My Bestie),7MC4XR9M9amdmKQr2iDF7i,"['melanesian pop', 'pacific islands pop', 'png pop']",Justin Wellington,happy
Walkin' On The Sun,1m2EwoCsZlX5JauNr9O4zk,"['pop rock', 'post-grunge']",Smash Mouth,happy
Go Your Own Way,0FeCO85RKW8fDRytwXof2x,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",Fleetwood Mac,happy
All That She Wants,12BbMJsJi65mxneq6c9Lm7,"['eurodance', 'europop', 'new wave pop']",Ace of Base,happy
Song Away,0mIPUewslxddIZHnWuPnMD,['canadian singer-songwriter'],Hockey,happy
Gotta Go Home,0SDcjtJXrI6jAtD6AkQ6SR,['europop'],Boney M.,happy
Something That I Want,5faGyT8owqkeioEf5PDeIB,['modern blues rock'],Grace Potter,happy
"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",7pYfyrMNPn3wtoCyqcTVoI,['pop'],Maroon 5,happy
Heavy,2XAZbgSesR2bdSNkBFJmyu,"['soft rock', 'yacht rock']",Animal House,happy
Rock Around the Clock,3vGmNTCxk0OnOWbzIVFHgK,"['rock-and-roll', 'rockabilly']",Bill Haley,happy
Stronger (What Doesn't Kill You),1nInOsHbtotAmEOQhtvnzP,"['dance pop', 'pop', 'talent show']",Kelly Clarkson,happy
I Will Wait,71O1jD7bF3cdMPvPi186V6,"['modern folk rock', 'modern rock', 'neo mellow', 'stomp and holler', 'uk americana']",Mumford & Sons,happy
99 Red Balloons,0XSxZ0cpHcZIpPA7TgSOwZ,['mexican hip hop'],Nena,happy
Sister Of Pearl,1iF2TYT5ScZ2BStvrrxyrE,[],Baio,happy
So Lonely,36sl2chZHvRyHlAooKr5va,"['album rock', 'classic rock', 'permanent wave', 'rock']",The Police,happy
Perfect Strangers,1Te8WIfLudxjHTr66BL0JK,"['pop', 'pop dance', 'tropical house', 'uk dance']",Jonas Blue,happy
It's Just Gotta Be That Way,1ALSCAxmx0zSt27vzEtLkZ,['deep southern soul'],Bobby Angelle,happy
I Spy,3lo2RJDjqTUePp6KhGu3Eq,"['norwegian folk rock', 'norwegian indie']",Mikhael Paskalev,happy
Give It Up,4AdgZcX33Iq9fQGRHWDr5j,"['disco', 'mellow gold', 'new wave pop', 'soft rock', 'soul']",KC & The Sunshine Band,happy
On Our Way,2cT0rywZk7Mz7xZEpjdZde,"['shimmer pop', 'swedish alternative rock', 'swedish indie pop']",The Royal Concept,happy
Sweet About Me,2Wbf4FpDxo9CGmepoV2RfU,"['australian pop', 'australian r&b']",Gabriella Cilmi,happy
Woo Hoo,6S9lcjREUTU4Yv5y7oMcv2,"['japanese garage rock', 'japanese rockabilly']",The 5.6.7.8's,happy
Paint a Smile On Me - Radio Edit,2hrsRRydXNtspNSehQU8RD,['french indie folk'],Black Yaya,happy
The Game of Love - Main/Radio Mix,2RjkntlqlkbPFQjufJf8G9,"['blues rock', 'classic rock', 'mexican classic rock']",Santana,happy
Beat Of My Drum,6TGQYJzWx0IJrzK41mvSFG,"['indie poptimism', 'la pop']",POWERS,happy
Stuck In The Middle With You,1b7LMtXCXGc2EwOIplI35z,['folk rock'],Stealers Wheel,happy
If You Wanna Stay,6cfPJNoqJsiikMm2TmpiwT,"['hopebeat', 'indie poptimism', 'shimmer pop']",The Griswolds,happy
Summer Of '69,6cnd6UwOyvEPWUjuuDKMIP,"['canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'soft rock']",Bryan Adams,happy
Lightning Bolt,5s9sZ2i76iAZeFt5f9uUKP,"['modern rock', 'nottingham indie']",Jake Bugg,happy
American Pie,2QgWuCtBpNIpl5trmKCxRf,"['classic rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'singer-songwriter', 'soft rock']",Don McLean,happy
Pretoria Girls,6zkVSIgcGnqromeMTYmXv4,"['african rock', 'cape town indie', 'indie surf', 'south african alternative', 'south african pop']",Desmond and the Tutus,happy
Faith - Remastered,0HEmnAUT8PHznIAAmVXqFJ,['new wave pop'],George Michael,happy
Cooler Than Me (feat. Big Sean),2DPYlWl50ydYsnnuryL5aX,"['dance pop', 'pop', 'pop dance', 'pop rap']",Mike Posner,happy
Town Called Malice,73RGpQg8Cxtly4QuHtNiOd,"['funk', 'jazz funk', 'p funk']",The Jam,happy
I Gotta Have It,7mltbDRKBRKXff3dOtwqcA,['modern blues rock'],Jace Everett,happy
Move Your Feet,7cGfrVoC7G03XeXn7yflx5,['danish pop'],Junior Senior,happy
Sweet Home Alabama,74QCZPlpayjvQ4yJJFljfQ,"['album rock', 'classic rock', 'hard rock', 'rock', 'southern rock']",Lynyrd Skynyrd,happy
Restless Year,3VuPTxBQqGGuXH0u0ic14D,"['alternative pop', 'transpop']",Ezra Furman,happy
Waterloo,2p0QBZeBS5WGZG4P7SbQv0,"['europop', 'swedish pop']",ABBA,happy
Ain't No Mountain High Enough - Stereo Version,4gbR24XpCUTkoElYKZlrpO,"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']",Marvin Gaye,happy
Tongue Tied,0GO8y8jQk1PkHzS31d699N,"['indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pov: indie']",GROUPLOVE,happy
Rock DJ - 2004 Mix,0lJEYLAJU5KtthQroas2ou,"['dance rock', 'europop']",Robbie Williams,happy
KU LO SA - A COLORS SHOW,2WigMwGJysIh9fRnSJvpjn,"['afrobeats', 'nigerian pop']",Oxlade,happy
Moi je joue,1YvAIf8NVPTlEwInU6mOBk,"['chanson', 'ye ye']",Brigitte Bardot,happy
Cake By The Ocean,42ftjU4cTN5UTRksyqBKZJ,"['dance pop', 'pop']",DNCE,happy
Think,1wwmkKWOk330VnN9IroMOI,"['classic soul', 'jazz blues', 'memphis soul', 'neo soul', 'soul', 'southern soul', 'vocal jazz']",Aretha Franklin,happy
You Can Call Me Al,6wLr2oR8eqUG5Beleh2Crm,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']",Paul Simon,happy
Viva L'amour,4xZl9afc0L9yCoxLK7dVmx,"['cantautor', 'spanish pop', 'trova']",Sabina,happy
Lets Twist Again,2LL1UuRkaqDUjgjn7dBXbx,"['rock-and-roll', 'rockabilly']",Chubby Checker,happy
Smile,79z9QkhHePTFsSeVw9uyj0,"['dance pop', 'electropop']",Lily Allen,happy
Walk Like an Egyptian,1gb5sUe1CuRBuT8twq8uhw,"['album rock', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'soft rock']",The Bangles,happy
Sway,2ajUl8lBLAXOXNpG4NEPMz,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",Michael Bublé,happy
Can't Stand Me Now,71D4LseR0RADPbyvMeTIHR,"['britpop', 'garage rock', 'garage rock revival', 'modern rock']",The Libertines,happy
Don't Go Breaking My Heart,0bV4WoGRzmYV6y7OojZvqr,"['glam rock', 'mellow gold', 'piano rock', 'rock']",Elton John,happy
All I Wanna Do,4cqHVuDLFbO1XCr4nmks4S,"['lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']",Sheryl Crow,happy
Reggae Night,46JMEuyi5JFYSRzxeIWk9Q,"['reggae', 'roots reggae']",Jimmy Cliff,happy
Butterfly,095eK5hacN4Y9r7k8TyJ1B,"['acoustic pop', 'dance pop', 'neo mellow', 'pop']",Jason Mraz,happy
The Look,46WVVHERbHreW3Ap2ztQt8,"['europop', 'swedish pop', 'synthpop']",Roxette,happy
Pencil Full of Lead,6ACPfkfDfJfGGE4oKfbiRY,"['british soul', 'neo mellow', 'scottish singer-songwriter']",Paolo Nutini,happy
Sir Duke,2udw7RDkldLFIPG9WYdVtT,"['motown', 'soul']",Stevie Wonder,happy
Uh La La La,1ahAVyeP1B027c03NlVSRd,[],Alexia,happy
